,label,text,label_num
4151,ham,"please see the attached memo . meter 98 - 6487 was shut - in at approximately
10 : 30 am on tuesday , may 23 , 2000 . the meter was flowing approximately 7 . 50
mmcf and will remain shut - in until the pumper completes repairs on their dehy
system .
if you have any questions please call me at 36449 .
thanks
gary h
- - - - - - - - - - - - - - - - - - - - - - forwarded by gary a hanks / hou / ect on 05 / 24 / 2000 11 : 21
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : kathy hilliard 05 / 23 / 2000 04 : 24 pm
to : gary a hanks / hou / ect @ ect , earl tisdale / hou / ect @ ect , james
mckay / hou / ect @ ect
cc :
subject : # 6487 rangel / dewpoint
rick ornelas called and said meter # 6487 rangel was shut in as they were
flowing free liquids . the station will stay shut in until the dehy repairs
are complete . the volume loss was 7500 .",0
4151,ham,"after comparing hpl ' s numbers with pg & e ' s numbers i have found a few
discrepancies with the tufco volumes .
hpl pg & e
5 / 8 137 . 500 139 . 583
5 / 11 103 . 750 100 . 833
5 / 19 108 . 333 8 . 333
days 8 and 11 have small discrepancies . i got with carlos on the 5 / 19
discrepancy . he checked the numbers sent to him by tufco . he verified that
it should be 8 . 333 . i also checked with steve in gas control regarding what
flowed for tufco . steve told me 8 . 300 . i have gone back into mops and
corrected these volumes . this should impact the ua 4 number . also , this
decreases the midtexas cumulative imbalance . as of 5 / 23 pg & e owes hpl
4 . 649 . if you have any questions , please let me know .
- aimee",0
4151,ham,"logistics has made the following changes :
bob cotten - will handle the wellhead portfolio ( currently handled by tom
acton )
tom acton - will handle gulf energy , entex , copano , sempra , and the rest of
george grant ' s desk
mark mccoy - will handle oasis activity , midcon , wgr , lonestar , trunkline
jackie young - will handle exxon katy ( from susan )
sabrae zajac - anadarko , conoco , tejas , coral , corpus christi , dynegy , and
imbalance reports
thanks , pat",0
4151,ham,"please submit your june vacation to me asap .
thank you !
yvette
x 3 . 5953",0
4151,ham,"i updated the june transport usage tickets today through hpl , and will be
finishing these tickets tomorrow . rates have been updated to reflect current
matrix rates and all baseload rates that i know of at this time . i have not
yet received third party transport rates , so if you know of any , please let
me know . also , i have zeroed out some volumes on some tickets for june , so
your schedulers will have to update volumes as they know them . rule of thumb
was that if i had to add a month , i refreshed the rate but left volume at
zero . if the months were already on the ticket , then i refreshed the rate
and left the volume as is .
i would advise that your schedulers check volumes on all pipes to ensure
they ' re reflected in position manager correctly . please let me know if you
have any questions . all pipes will be updated by tomorrow morning .
heidi",0
4151,ham,"this is to nominate 32 , 800 mmbtu / d into eastrans effective 6 / 1 / 2000 .
redeliveries will be made as follows :
25 , 000 into pg & e at carthage
7 , 800 from fuels cotton valley
duke - residue sales = 4 , 520 mmbtu .",0
4151,ham,"for 5 / 25 / 2000 our nomination into eastrans will be 36 , 800 mmbtu / d .
redeliveries will be :
25 , 000 to hpl at carthage into hpl ' s cartwheel .
7 , 800 from fuels cotton valley
4 , 000 mmbtu to mobil beaumont
our ; plans are to maintian these volumes through 5 / 31 / 2000 .
duke - residue sales are as follows :
25 th - 4 , 520 mmbtu / d
26 th - 11 , 720 ""
27 th - 8 , 120 """,0
4151,ham,"brenda has a few ticket s that she would like to make available to you ,
either for yourselves or for your teams .
first come first serve but we would like to distribute these evenly so don ' t
be stingy !
they are
2 tickets for tonight 7 : 05 pm vs philadelphia phillies
4 tickets for friday , may 26 th 7 : 05 pm vs atlanta braves
2 tickets for friday , may 26 th 7 : 05 pm vs atlanta braves
2 tickets for saturday , june 3 rd 12 : 15 pm vs white sox
2 tickets for tuesday , june 6 th 7 : 05 pm vs minnesota twins
2 tickets for thursday , july 6 th 7 : 05 pm vs arizona diamond backs
2 tickets for friday , july 21 st 7 : 05 pm vs st . louis cardinals
2 tickets for tuesday , august 15 th 7 : 05 pm vs pittsburgh pirates
thanx !
y",0
4151,ham,"daren :
here is a list of some potential new volume ( not on vances list )
atmic - hurta # 1 10 , 000 mmbtu / d
royal production - wilson unit # 1 2 - 3 , 000 mmbtu / d
let me know if you need anything else ,
susan smith
x 33321",0
4151,ham,"- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 05 / 24 / 2000
12 : 10 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
royal _ b _ edmondson @ reliantenergy . com on 05 / 24 / 2000 10 : 08 : 07 am
to : ami _ chokshi @ enron . com
cc :
subject : june 1 st
( see attached file : hpl - june . xls )
- hpl - june . xls",0
4151,ham,"mtbe plant is up and running . production for tuesday , may 23 , was in excess
of 12 mb .",0
4151,ham,"the tickets are finished . i have updated most of the third party tickets ,
with the exception of oasis / west of prairie lea and oasis / east of prairie
lea . i saw several may tickets with this path , and want to conserve
tickets . i set up one ticket for this path . please let me know if you have
any questions . dave , once volumes get attached to these tickets , i would
like to run a basis adjustment report by pipe to double - check the desk
rates . thanks .
- - - - - - - - - - - - - - - - - - - - - - forwarded by heidi withers / hou / ect on 05 / 25 / 2000 08 : 32
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : heidi withers 05 / 24 / 2000 06 : 27 pm
to : david baumbach / hou / ect @ ect , pat clynes / corp / enron @ enron , daren j
farmer / hou / ect @ ect
cc : mary m smith / hou / ect @ ect
subject : june transport usage tickets
i updated the june transport usage tickets today through hpl , and will be
finishing these tickets tomorrow . rates have been updated to reflect current
matrix rates and all baseload rates that i know of at this time . i have not
yet received third party transport rates , so if you know of any , please let
me know . also , i have zeroed out some volumes on some tickets for june , so
your schedulers will have to update volumes as they know them . rule of thumb
was that if i had to add a month , i refreshed the rate but left volume at
zero . if the months were already on the ticket , then i refreshed the rate
and left the volume as is .
i would advise that your schedulers check volumes on all pipes to ensure
they ' re reflected in position manager correctly . please let me know if you
have any questions . all pipes will be updated by tomorrow morning .
heidi",0
4151,ham,"loraine sent an allocation for fuel that is not scheduled . her schedule has
fuel on days where there was no flow :
day fuel
5 40
8 15
9 14
can you let me know if we need to book fuel on this contract and what needs
to be done on days where we have no flow ?
we called loraine and she told us to contact you since you are aware of this .
thanks",0
4151,ham,"daren the stuff outlined in bold execpt for the helmerich and payne will be
spot tickets per vance due to no flow till after the lst . . all the engage
stuff in vances file will be spot deals as they were last month that totals
1904 . also in vances file is the eex corporation stuff that will also be
spot tickets that totals 12945 . every thing else is a go . let lme know if
you need anything else i am to please .
- - - - - - - - - - - - - - - - - - - - - - forwarded by tom acton / corp / enron on 05 / 25 / 2000 08 : 21
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
vance l taylor @ ect
05 / 24 / 2000 05 : 57 pm
to : tom acton / corp / enron @ enron
cc :
subject : may nom
tom ,
here ' s the latest and greatest .
vlt",0
4151,ham,"- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 05 / 25 / 2000
05 : 03 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" steve holmes "" on 05 / 25 / 2000 05 : 03 : 40 pm
to :
cc :
subject : june 2000 co - owners volumes
please see the attached list of co - owners volumes for june 2000 .
steve
- 0600 co - owners volumes to enronl . xls
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 05 / 25 / 2000
05 : 03 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" jacqueline blanchard "" on 05 / 25 / 2000 05 : 07 : 05
pm
to :
cc :
subject : quarantine bay
- text . htm",0
4151,ham,"- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 05 / 25 / 2000
03 : 15 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" jacqueline blanchard "" on 05 / 25 / 2000 03 : 14 : 16
pm
to :
cc :
subject : revised avails
ami ,
please see the attached revised availabilities effective may 27 , 2000 .
jacqueline blanchard
contract analyst
devon energy corporation
( 405 ) 228 - 4204
( 405 ) 552 - 4664
jacqueline . blanchard @ dvn . com
- text . htm
- wc 580 . xls
- ei 330 - b . xls
- ei 365 . xls
- smi 23 . xls
- ss 154 . xls
- ss 198 - h . xls
- ei 305 . xls",0
4151,ham,"- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 05 / 25 / 2000
03 : 08 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" steve holmes "" on 05 / 25 / 2000 03 : 05 : 01 pm
to :
cc :
subject : revised volumes
ami ,
the attached reflects revised volumes and pvr factors for june . i am still
waiting on final volumes on a couple of non - operated wells and pvr factors
from tennessee . i ' ll send you the co - owner volumes this afternoon as well .
steve
- enronavailso 600 revised . xls",0
